Sirket	Urun	Tur Adi	Inc	Ram	Isletim Sistemi	Agirlik	Ekran	Ekran Genisligi	Ekran Yuksekligi	Dokunmatik Ekran	IPS Panel	Retina Ekran	Islemci Sirketi	Islemci Frekansi	Islemci Modeli	Birincil Depolama	Ikincil Depolama	Birincil Depolama Turu	Ikincil Depolama Turu	Grafik Karti Sirketi	Grafik Karti Modeli	Fiyat(TürkLirasi)
Dell	Inspiron 7559	Gaming	15.6	16.0	Windows 10	2.72	4K Ultra HD	3840.0	2160.0	Yes	Yes	No	Intel	2.6	Core i7 6700HQ	128.0	1024.0	SSD	HDD	Nvidia	GeForce GTX 960M	40663.0
Samsung	Notebook 9	Ultrabook	13.3	8.0	Windows 10	1.31	Full HD	1920.0	1080.0	Yes	No	No	Intel	2.7	Core i7 7500U	256.0	0.0	SSD	No	Intel	HD Graphics 620	59163.0
Acer	Aspire A315-31	Notebook	15.6	4.0	Linux	2.1	Standard	1366.0	768.0	No	No	No	Intel	1.1	Pentium Quad Core N4200	1024.0	0.0	HDD	No	Intel	HD Graphics 505	11026.0
Dell	Inspiron 5567	Notebook	15.6	16.0	Windows 10	2.3	Full HD	1920.0	1080.0	No	No	No	Intel	2.7	Core i7 7500U	256.0	0.0	SSD	No	AMD	Radeon R7 M445	43706.99
Samsung	Notebook 9	2 in 1 Convertible	15.0	16.0	Windows 10	1.71	Full HD	1920.0	1080.0	Yes	No	No	Intel	2.7	Core i7 7500U	256.0	0.0	SSD	No	AMD	Radeon 540	66563.0
Toshiba	Tecra A40-C-1E5	Notebook	14.0	4.0	Windows 10	1.75	Standard	1366.0	768.0	No	Yes	No	Intel	2.3	Core i5 6200U	128.0	0.0	SSD	No	Intel	HD Graphics 520	37740.0
Dell	Inspiron 7567	Gaming	15.6	8.0	Windows 10	2.62	Full HD	1920.0	1080.0	No	No	No	Intel	2.8	Core i7 7700HQ	1024.0	0.0	HDD	No	Nvidia	GeForce GTX 1050	40663.0
HP	EliteBook 820	Ultrabook	12.5	4.0	Windows 10	1.26	Standard	1366.0	768.0	No	No	No	Intel	2.3	Core i5 6200U	256.0	0.0	SSD	No	Intel	HD Graphics 520	46028.0
Asus	Q524UQ-BHI7T15 (i7-7500U/12GB/2TB/GeForce	2 in 1 Convertible	15.6	12.0	Windows 10	2.3	Full HD	1920.0	1080.0	Yes	No	No	Intel	2.7	Core i7 7500U	2048.0	0.0	HDD	No	Nvidia	GeForce 940MX	31043.0
Lenovo	Thinkpad P50	Notebook	15.6	16.0	Windows 7	2.5	4K Ultra HD	3840.0	2160.0	No	No	No	Intel	2.7	Core i7 6820HQ	512.0	0.0	SSD	No	Nvidia	Quadro M2000M	87690.0
Acer	Swift 3	Notebook	14.0	4.0	Windows 10	1.8	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.4	Core i3 7100U	128.0	0.0	SSD	No	Intel	HD Graphics 620	23532.0
Razer	Blade Pro	Gaming	14.0	16.0	Windows 10	1.95	Full HD	1920.0	1080.0	No	No	No	Intel	2.8	Core i7 7700HQ	512.0	0.0	SSD	No	Nvidia	GeForce GTX 1060	107263.0
Asus	Vivobook Max	Notebook	15.6	8.0	Windows 10	2.0	Standard	1920.0	1080.0	No	No	No	Intel	1.1	Pentium Dual Core N4200	128.0	0.0	SSD	No	Intel	HD Graphics 505	21530.3
Dell	Alienware 17	Gaming	17.3	32.0	Windows 10	4.42	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.8	Core i7 7700HQ	1024.0	1024.0	SSD	HDD	Nvidia	GeForce GTX 1070M	132785.6
Asus	Rog G752VS-BA171T	Gaming	17.3	16.0	Windows 10	4.3	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.6	Core i7 6700HQ	256.0	1024.0	SSD	HDD	Nvidia	GeForce GTX 1070	86950.0
Toshiba	Tecra Z40-C-161	Ultrabook	14.0	16.0	Windows 10	1.47	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.6	Core i7 6600U	512.0	0.0	SSD	No	Nvidia	GeForce 930M	65268.0
Lenovo	IdeaPad 110-15IBR	Notebook	15.6	8.0	No OS	2.2	Standard	1366.0	768.0	No	No	No	Intel	1.6	Celeron Quad Core N3710	1024.0	0.0	HDD	No	Intel	HD Graphics 405	12173.0
Lenovo	ThinkPad T470s	Ultrabook	14.0	16.0	Windows 10	1.7	Full HD	1920.0	1080.0	No	No	No	Intel	2.7	Core i7 7500U	512.0	0.0	SSD	No	Intel	HD Graphics 620	85063.0
MSI	GS43VR 7RE	Gaming	14.0	16.0	Windows 10	1.6	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.8	Core i7 7700HQ	256.0	1024.0	SSD	HDD	Nvidia	GeForce GTX 1060	69967.0
MSI	GL62M (i5-7300HQ/8GB/1TB	Gaming	15.6	8.0	Windows 10	2.2	Full HD	1920.0	1080.0	No	No	No	Intel	2.5	Core i5 7300HQ	128.0	1024.0	SSD	HDD	Nvidia	GeForce GTX 1050	40293.0
Lenovo	Legion Y520-15IKBN	Gaming	15.6	4.0	Windows 10	2.4	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.8	Core i7 7700HQ	1024.0	0.0	HDD	No	Nvidia	GeForce GTX 1050	36963.0
Acer	Predator G9-793	Gaming	17.3	16.0	Windows 10	4.2	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.8	Core i7 7700HQ	256.0	1024.0	SSD	HDD	Nvidia	GeForce GTX 1060	85063.0
Dell	Inspiron 7567	Gaming	15.6	8.0	Windows 10	2.62	Full HD	1920.0	1080.0	No	No	No	Intel	2.5	Core i5 7300HQ	256.0	0.0	SSD	No	Nvidia	GeForce GTX 1050	36445.0
Asus	FX502VM-DM560T (i7-7700HQ/8GB/1TB	Gaming	15.6	8.0	Windows 10	2.24	Full HD	1920.0	1080.0	No	No	No	Intel	2.8	Core i7 7700HQ	128.0	1024.0	SSD	HDD	Nvidia	GeForce GTX1060	49543.0
Vero	K146 (N3350/4GB/32GB/W10)	Notebook	14.0	4.0	Windows 10	1.22	Standard	1920.0	1080.0	No	No	No	Intel	1.1	Celeron Dual Core N3350	32.0	0.0	Flash Storage	No	Intel	HD Graphics 500	7507.3
Lenovo	ThinkPad Yoga	2 in 1 Convertible	13.3	8.0	Windows 10	1.37	Full HD	1920.0	1080.0	Yes	Yes	No	Intel	2.7	Core i7 7500U	512.0	0.0	SSD	No	Intel	HD Graphics 620	72890.0
Lenovo	Yoga 510-15IKB	2 in 1 Convertible	15.6	8.0	Windows 10	2.08	Full HD	1920.0	1080.0	Yes	No	No	Intel	2.5	Core i5 7200U	256.0	0.0	SSD	No	AMD	Radeon R7 M460	35483.0
"Apple,""MacBook 12"""""",Ultrabook,12.0,8,Mac OS X,0.92,1165.0,Standard,2304,1440,No,Yes,Yes,Intel,1.2,Core M,512,0,Flash Storage,No,Intel,HD Graphics 5300"																						
Lenovo	ThinkPad X1	2 in 1 Convertible	14.0	8.0	Windows 10	1.42	Standard	2560.0	1440.0	Yes	Yes	No	Intel	2.5	Core i5 7200U	256.0	0.0	SSD	No	Intel	HD Graphics 620	86210.0
Asus	R417NA-RS01 (N3350/4GB/32GB/W10)	Notebook	14.0	4.0	Windows 10	1.63	Standard	1366.0	768.0	No	No	No	Intel	1.1	Celeron Dual Core N3350	32.0	0.0	Flash Storage	No	Intel	HD Graphics 500	11063.0
Dell	Latitude 3580	Notebook	15.6	8.0	Windows 10	1.95	Standard	1366.0	768.0	No	No	No	Intel	2.5	Core i5 7200U	128.0	0.0	SSD	No	Intel	HD Graphics 620	29970.0
Lenovo	Yoga 910-13IKB	2 in 1 Convertible	13.9	8.0	Windows 10	1.38	Full HD	1920.0	1080.0	Yes	Yes	No	Intel	2.7	Core i7 7500U	256.0	0.0	SSD	No	Intel	HD Graphics 620	49913.0
Dell	Vostro 5568	Notebook	15.6	8.0	Windows 10	2.0	Full HD	1920.0	1080.0	No	No	No	Intel	2.0	Core i3 6006U	256.0	0.0	SSD	No	AMD	Radeon R5 M420X	27343.0
HP	ZBook 17	Workstation	15.6	8.0	Windows 10	3.14	Full HD	1920.0	1080.0	No	No	No	Intel	2.8	Core i7 7700HQ	256.0	0.0	SSD	No	Nvidia	Quadro M2200	76401.3
Asus	Pro P2540UA-XS51	Notebook	15.6	8.0	Windows 10	2.37	Full HD	1920.0	1080.0	No	No	No	Intel	2.5	Core i5 7200U	256.0	0.0	SSD	No	Intel	HD Graphics 620	40663.0
Dell	XPS 13	Ultrabook	13.3	8.0	Windows 10	1.29	Full HD	1920.0	1080.0	No	No	No	Intel	2.5	Core i5 7200U	256.0	0.0	SSD	No	Intel	HD Graphics 620	55463.0
Dell	XPS 15	Notebook	15.6	8.0	Windows 10	2.06	4K Ultra HD	3840.0	2160.0	Yes	No	No	Intel	2.5	Core i5 7300HQ	256.0	0.0	SSD	No	Nvidia	GeForce GTX 1050	64713.0
Dell	Latitude 3180	Netbook	11.6	4.0	Windows 10	1.63	Standard	1366.0	768.0	No	No	No	Intel	1.1	Pentium Quad Core N4200	128.0	0.0	SSD	No	Intel	HD Graphics 505	27528.0
HP	EliteBook 820	Netbook	12.5	8.0	Windows 10	1.26	Standard	1366.0	768.0	No	No	No	Intel	2.6	Core i5 7300U	256.0	0.0	SSD	No	Intel	HD Graphics 620	51393.0
Toshiba	Satellite Pro	Notebook	15.6	4.0	Windows 10	2.1	Standard	1366.0	768.0	No	No	No	Intel	2.3	Core i5 6200U	500.0	0.0	HDD	No	Intel	HD Graphics 520	28860.0
HP	15-ba043na (A12-9700P/8GB/2TB/W10)	Notebook	15.6	8.0	Windows 10	2.04	Standard	1366.0	768.0	No	No	No	AMD	2.5	A12-Series 9700P	2048.0	0.0	HDD	No	AMD	Radeon R7 Graphics	23273.0
Dell	Inspiron 7567	Gaming	15.6	16.0	Windows 10	2.62	4K Ultra HD	3840.0	2160.0	No	No	No	Intel	2.8	Core i7 7700HQ	512.0	0.0	SSD	No	Nvidia	GeForce GTX 1050 Ti	62123.0
Lenovo	IdeaPad 310-15IKB	Notebook	15.6	4.0	Windows 10	2.4	Full HD	1920.0	1080.0	No	No	No	Intel	2.5	Core i5 7200U	1024.0	0.0	HDD	No	Nvidia	GeForce 920M	22533.0
HP	Omen 17-an012dx	Gaming	17.3	12.0	Windows 10	3.74	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.8	Core i7 7700HQ	1024.0	0.0	HDD	No	AMD	Radeon RX 580	64713.0
MSI	GE72MVR 7RG	Gaming	17.3	16.0	Windows 10	2.9	Full HD	1920.0	1080.0	No	No	No	Intel	2.8	Core i7 7700HQ	512.0	1024.0	SSD	HDD	Nvidia	GeForce GTX 1070	89355.0
Samsung	Notebook 9	Ultrabook	13.3	8.0	Windows 10	0.81	Full HD	1920.0	1080.0	No	No	No	Intel	2.5	Core i5 7200U	256.0	0.0	SSD	No	Intel	HD Graphics 620	55463.0
Dell	Vostro 5568	Notebook	15.6	8.0	Windows 10	1.98	Full HD	1920.0	1080.0	No	No	No	Intel	2.7	Core i7 7500U	1024.0	0.0	HDD	No	Nvidia	GeForce GT 940MX	35557.0
Dell	Vostro 3568	Notebook	15.6	8.0	Windows 10	2.18	Full HD	1920.0	1080.0	No	No	No	Intel	2.5	Core i5 7200U	256.0	0.0	SSD	No	AMD	Radeon R5 M420	29222.969999999998
Lenovo	Thinkpad T470s	Ultrabook	14.0	8.0	Windows 10	1.32	Full HD	1920.0	1080.0	No	No	No	Intel	2.7	Core i7 7500U	256.0	0.0	SSD	No	Intel	HD Graphics 620	68783.0
Razer	Blade Stealth	Ultrabook	12.5	16.0	Windows 10	1.29	4K Ultra HD	3840.0	2160.0	Yes	Yes	No	Intel	2.5	Core i7 7500U	512.0	0.0	SSD	No	Intel	HD Graphics 620	66563.0
HP	Chromebook 11	Netbook	11.6	4.0	Chrome OS	1.23	Standard	1366.0	768.0	No	No	No	Intel	1.6	Celeron Dual Core N3060	16.0	0.0	Flash Storage	No	Intel	HD Graphics 400	14245.0
Dell	Alienware 17	Gaming	17.3	16.0	Windows 10	4.36	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.8	Core i7 7700HQ	128.0	1024.0	SSD	HDD	Nvidia	GeForce GTX 1060	92685.74
Dell	Latitude 3480	Notebook	14.0	4.0	Windows 10	1.76	Standard	1366.0	768.0	No	No	No	Intel	2.3	Core i5 6200U	500.0	0.0	HDD	No	Intel	HD Graphics 520	27935.0
Lenovo	V110-15ISK (i3-6006U/4GB/500GB/W10)	Notebook	15.6	4.0	Windows 10	2.1	Standard	1366.0	768.0	No	No	No	Intel	2.0	Core i3 6006U	500.0	0.0	HDD	No	Intel	HD Graphics 520	18126.3
Toshiba	Tecra X40-D-10Z	Ultrabook	14.0	4.0	Windows 10	1.25	Standard	1366.0	768.0	No	No	No	Intel	2.5	Core i5 7200U	128.0	0.0	SSD	No	Intel	HD Graphics 620	40330.0
Lenovo	Thinkpad X1	Ultrabook	14.0	8.0	Windows 10	1.13	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.7	Core i7 7500U	512.0	0.0	SSD	No	Intel	HD Graphics 620	92463.0
MSI	GL62M 7RD	Gaming	15.6	8.0	Windows 10	2.4	Full HD	1920.0	1080.0	No	No	No	Intel	2.5	Core i5 7300HQ	256.0	0.0	SSD	No	Nvidia	GeForce GTX 1050	44363.0
Lenovo	ThinkPad X1	Ultrabook	14.0	8.0	Windows 10	1.13	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.5	Core i5 7200U	256.0	0.0	Flash Storage	No	Intel	HD Graphics 620	69375.0
Toshiba	Satellite Pro	Notebook	14.0	4.0	Windows 10	1.75	Standard	1366.0	768.0	No	No	No	Intel	2.1	Pentium Dual Core 4405U	128.0	0.0	SSD	No	Intel	HD Graphics 510	18463.0
Asus	ZenBook Flip	2 in 1 Convertible	13.3	8.0	Windows 10	1.1	Full HD	1920.0	1080.0	Yes	No	No	Intel	2.5	Core i5 7200U	256.0	0.0	SSD	No	Intel	HD Graphics 620	50246.0
Dell	Latitude 3480	Notebook	14.0	4.0	Windows 10	1.76	Standard	1366.0	768.0	No	No	No	Intel	2.0	Core i3 6006U	500.0	0.0	HDD	No	Intel	HD Graphics 520	21645.0
Acer	Chromebook 11	Netbook	11.6	4.0	Chrome OS	1.35	Standard	1366.0	768.0	No	Yes	No	Intel	1.6	Celeron Dual Core N3060	32.0	0.0	Flash Storage	No	Intel	HD Graphics 400	13135.0
Acer	Swift 3	Notebook	14.0	8.0	Windows 10	1.5	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.4	Core i3 7100U	128.0	0.0	SSD	No	Intel	HD Graphics 620	22903.0
Razer	Blade Pro	Gaming	17.3	32.0	Windows 10	3.49	4K Ultra HD	3840.0	2160.0	Yes	No	No	Intel	2.9	Core i7 7820HK	512.0	0.0	SSD	No	Nvidia	GeForce GTX 1080	203463.0
Lenovo	Thinkpad X1	Ultrabook	14.0	16.0	Windows 10	1.1	Quad HD+	2560.0	1440.0	No	Yes	No	Intel	2.6	Core i7 6600U	512.0	0.0	SSD	No	Intel	HD Graphics 520	77663.0
Asus	VivoBook Max	Notebook	15.6	4.0	Linux	2.1	Full HD	1920.0	1080.0	No	No	No	Intel	2.5	Core i5 7200U	1024.0	0.0	HDD	No	Nvidia	GeForce 920	19203.0
Lenovo	Thinkpad T460	Notebook	14.0	8.0	Windows 10	1.7	Full HD	1920.0	1080.0	No	No	No	Intel	2.3	Core i5 6200U	256.0	0.0	SSD	No	Intel	HD Graphics 520	43882.0
Lenovo	ThinkPad T470s	Notebook	14.0	8.0	Windows 10	1.32	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.6	Core i5 7300U	256.0	0.0	SSD	No	Intel	HD Graphics 620	61050.0
Dell	Alienware 15	Gaming	15.6	16.0	Windows 10	3.21	Full HD	1920.0	1080.0	No	No	No	Intel	2.8	Core i7 7700HQ	256.0	1024.0	SSD	HDD	Nvidia	GeForce GTX 1070	102661.31
Asus	Rog GL702VS-BA023T	Gaming	17.3	16.0	Windows 10	2.9	Full HD	1920.0	1080.0	No	No	No	Intel	2.8	Core i7 7700HQ	256.0	1024.0	SSD	HDD	Nvidia	GeForce GTX 1070	89503.0
Toshiba	Satellite Pro	Notebook	15.6	4.0	Windows 10	2.0	Standard	1366.0	768.0	No	No	No	Intel	2.4	Core i3 7100U	500.0	0.0	HDD	No	Intel	HD Graphics 620	24753.0
Lenovo	N42-20 Chromebook	Notebook	14.0	4.0	Chrome OS	1.5	Standard	1366.0	768.0	No	No	No	Intel	1.6	Celeron Quad Core N3160	16.0	0.0	Flash Storage	No	Intel	HD Graphics 400	12025.0
Asus	R558UA-DM966T (i5-7200U/8GB/128GB/FHD/W10)	Notebook	15.6	8.0	Windows 10	2.3	Full HD	1920.0	1080.0	No	No	No	Intel	2.5	Core i5 7200U	128.0	0.0	HDD	No	Intel	HD Graphics 620	21830.0
Asus	Rog GL702VM-GC017T	Gaming	17.3	16.0	Windows 10	2.73	Full HD	1920.0	1080.0	No	No	No	Intel	2.6	Core i7 6700HQ	512.0	1024.0	SSD	HDD	Nvidia	GeForce GTX 1060	66563.0
Dell	Alienware 17	Gaming	17.3	32.0	Windows 10	4.42	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.8	Core i7 7700HQ	512.0	1024.0	SSD	HDD	Nvidia	GeForce GTX 1070	113696.93
HP	ProBook 470	Notebook	17.3	8.0	Windows 10	2.63	Standard	1600.0	900.0	No	No	No	Intel	2.5	Core i5 7200U	1024.0	0.0	HDD	No	Nvidia	GeForce 930MX	33670.0
Dell	Vostro 3568	Notebook	15.6	8.0	Windows 10	2.18	Standard	1366.0	768.0	No	No	No	Intel	2.5	Core i5 7200U	128.0	0.0	SSD	No	Intel	HD Graphics 620	26417.63
HP	EliteBook 840	Ultrabook	14.0	8.0	Windows 7	1.54	Full HD	1920.0	1080.0	No	No	No	Intel	2.5	Core i7 6500U	512.0	0.0	SSD	No	Intel	HD Graphics 520	69190.0
Dell	Vostro 3568	Notebook	15.6	4.0	Windows 10	2.18	Full HD	1920.0	1080.0	No	No	No	Intel	2.7	Core i7 7500U	256.0	0.0	SSD	No	AMD	Radeon R5 M420	27343.0
HP	Chromebook X360	2 in 1 Convertible	11.6	4.0	Chrome OS	1.4	Standard	1366.0	768.0	Yes	No	No	Intel	1.1	Celeron Dual Core N3350	32.0	0.0	Flash Storage	No	Intel	HD Graphics 500	22755.0
Asus	ZenBook UX310UQ-GL026T	Ultrabook	13.3	8.0	Windows 10	1.45	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.3	Core i5 6200U	512.0	0.0	SSD	No	Nvidia	GeForce 940M	37962.0
HP	EliteBook x360	2 in 1 Convertible	13.3	8.0	Windows 10	1.28	Full HD	1920.0	1080.0	Yes	No	No	Intel	2.5	Core i5 7200U	256.0	0.0	SSD	No	Intel	HD Graphics 620	84249.0
HP	EliteBook 840	Ultrabook	14.0	8.0	Windows 10	1.54	Full HD	1920.0	1080.0	No	No	No	Intel	2.5	Core i7 6500U	512.0	0.0	SSD	No	Intel	HD Graphics 520	54316.0
HP	250 G6	Notebook	15.6	4.0	No OS	1.86	Standard	1366.0	768.0	No	No	No	Intel	1.6	Celeron Dual Core N3060	128.0	0.0	SSD	No	Intel	HD Graphics 400	11063.0
Asus	Rog GL502VM-DS74	Gaming	15.6	16.0	Windows 10	2.1	Full HD	1920.0	1080.0	No	No	No	Intel	2.8	Core i7 7700HQ	128.0	1024.0	SSD	HDD	Nvidia	GeForce GTX 1060	70263.0
Dell	Inspiron 5767	Notebook	17.3	8.0	Linux	2.83	Full HD	1920.0	1080.0	No	No	No	Intel	2.7	Core i7 7500U	1024.0	0.0	HDD	No	AMD	Radeon R7 M445	32005.0
Lenovo	ThinkPad T470p	Ultrabook	14.0	8.0	Windows 10	1.96	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.8	Core i7 7700HQ	256.0	0.0	SSD	No	Nvidia	GeForce GT 940MX	70411.0
Asus	K556UR-DM621T (i7-7500U/8GB/256GB/GeForce	Notebook	15.6	8.0	Windows 10	2.3	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.7	Core i7 7500U	256.0	0.0	SSD	No	Nvidia	GeForce GTX 930MX	29119.0
Dell	Latitude 5580	Notebook	15.6	8.0	Windows 10	1.9	Full HD	1920.0	1080.0	No	No	No	Intel	2.5	Core i5 7200U	128.0	0.0	SSD	No	Intel	HD Graphics 620	34965.0
Asus	X541NA (N4200/4GB/1TB/W10)	Notebook	15.6	4.0	Windows 10	2.0	Standard	1366.0	768.0	No	No	No	Intel	1.1	Pentium Quad Core N4200	1024.0	0.0	HDD	No	Intel	HD Graphics 505	16613.0
HP	EliteBook x360	2 in 1 Convertible	13.3	8.0	Windows 10	1.28	Full HD	1920.0	1080.0	Yes	No	No	Intel	2.8	Core i7 7600U	256.0	0.0	SSD	No	Intel	HD Graphics 620	94683.0
Dell	Inspiron 5368	Notebook	13.3	8.0	Windows 10	1.62	Full HD	1920.0	1080.0	Yes	No	No	Intel	2.3	Core i5 6200U	1024.0	0.0	HDD	No	Intel	HD Graphics 520	24013.0
Lenovo	IdeaPad 110-15ISK	Notebook	15.6	4.0	No OS	2.2	Full HD	1920.0	1080.0	No	No	No	Intel	2.0	Core i3 6006U	1024.0	0.0	HDD	No	Intel	HD Graphics 520	17353.0
Lenovo	ThinkPad E570	Notebook	15.6	8.0	Windows 10	2.3	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.5	Core i5 7200U	1024.0	0.0	HDD	No	Intel	HD Graphics 620	31474.42
HP	EliteBook 850	Notebook	15.6	8.0	Windows 10	1.84	Full HD	1920.0	1080.0	No	No	No	Intel	2.6	Core i5 7300U	256.0	0.0	SSD	No	AMD	Radeon R7 M465	49913.0
Toshiba	Portege X30-D-10X	Notebook	13.3	4.0	Windows 10	1.05	Full HD	1920.0	1080.0	No	No	No	Intel	2.5	Core i5 7200U	128.0	0.0	SSD	No	Intel	HD Graphics 620	47545.0
Lenovo	Legion Y520-15IKBN	Gaming	15.6	8.0	No OS	2.5	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.5	Core i5 7300HQ	1024.0	0.0	HDD	No	Nvidia	GeForce GTX 1050	37629.0
Dell	XPS 13	Ultrabook	13.3	16.0	Windows 10	1.29	Quad HD+	3200.0	1800.0	Yes	No	No	Intel	2.5	Core i7 7660U	512.0	0.0	SSD	No	Intel	Iris Plus Graphics 640	82880.0
HP	Probook 450	Notebook	15.6	4.0	Windows 10	2.07	Full HD	1920.0	1080.0	No	No	No	Intel	2.3	Core i5 6200U	500.0	0.0	HDD	No	Intel	HD Graphics 520	33670.0
Toshiba	Portégé Z30-C-188	Ultrabook	13.3	8.0	Windows 10	1.2	Standard	1366.0	768.0	No	No	No	Intel	2.3	Core i5 6200U	256.0	0.0	SSD	No	Intel	HD Graphics 520	40515.0
Lenovo	ThinkPad Yoga	2 in 1 Convertible	13.3	8.0	Windows 10	1.37	Full HD	1920.0	1080.0	Yes	Yes	No	Intel	2.7	Core i7 7500U	256.0	0.0	SSD	No	Intel	HD Graphics 620	72150.0
Acer	TMX349-G2-M-50FS (i5-7200U/8GB/256GB/FHD/W10)	Notebook	14.0	8.0	Windows 10	1.56	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.5	Core i5 7200U	256.0	0.0	SSD	No	Intel	HD Graphics 620	33374.0
Dell	Precision 3520	Workstation	15.6	8.0	Windows 10	2.23	Full HD	1920.0	1080.0	No	No	No	Intel	2.8	Core i7 7700HQ	1024.0	0.0	HDD	No	Nvidia	Quadro M620	65786.0
Lenovo	ThinkPad L570	Notebook	15.6	4.0	Windows 10	2.38	Standard	1366.0	768.0	No	No	No	Intel	2.5	Core i5 7200U	500.0	0.0	HDD	No	Intel	HD Graphics 620	39035.0
Lenovo	IdeaPad 110-15ISK	Notebook	15.6	4.0	No OS	2.2	Full HD	1920.0	1080.0	No	No	No	Intel	2.0	Core i3 6006U	1024.0	0.0	HDD	No	AMD	Radeon R5 M430	17723.0
Toshiba	Tecra A50-D-11D	Notebook	15.6	8.0	Windows 10	2.0	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.7	Core i7 7500U	256.0	0.0	SSD	No	Intel	HD Graphics 620	51356.0
Lenovo	Thinkpad 13	Notebook	13.3	4.0	Windows 10	1.44	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.4	Core i3 7100U	180.0	0.0	SSD	No	Intel	HD Graphics 620	27195.0
Samsung	Notebook 9	Ultrabook	15.0	16.0	Windows 10	1.23	Full HD	1920.0	1080.0	No	No	No	Intel	2.7	Core i7 7500U	256.0	0.0	SSD	No	Nvidia	GeForce 940MX	68413.0
Dell	Latitude 7280	Ultrabook	12.5	8.0	Windows 10	1.6	Full HD	1920.0	1080.0	No	No	No	Intel	2.8	Core i7 7600U	256.0	0.0	SSD	No	Intel	HD Graphics 620	62530.0
Asus	X541NA-GO121 (N4200/4GB/1TB/Linux)	Notebook	15.6	4.0	Linux	2.0	Standard	1366.0	768.0	No	No	No	Intel	1.1	Pentium Quad Core N4200	1024.0	0.0	HDD	No	Intel	HD Graphics 505	14762.630000000001
Xiaomi	Mi Notebook	Ultrabook	13.3	8.0	Windows 10	1.28	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.3	Core i5 6200U	256.0	0.0	SSD	No	Nvidia	GeForce 940MX	34595.0
Dell	Vostro 5568	Notebook	15.6	4.0	Windows 10	2.18	Full HD	1920.0	1080.0	No	No	No	Intel	2.5	Core i5 7200U	128.0	1024.0	SSD	HDD	Nvidia	GeForce 940MX	33762.5
HP	ProBook 450	Notebook	15.6	4.0	Windows 10	2.04	Full HD	1920.0	1080.0	No	No	No	Intel	2.5	Core i5 7200U	256.0	0.0	SSD	No	Intel	HD Graphics 620	31043.0
HP	EliteBook x360	2 in 1 Convertible	13.3	4.0	Windows 10	1.28	Full HD	1920.0	1080.0	Yes	No	No	Intel	2.5	Core i5 7200U	256.0	0.0	SSD	No	Intel	HD Graphics 620	62900.0
HP	Pavilion x360	2 in 1 Convertible	15.6	4.0	Windows 10	2.3	Standard	1366.0	768.0	Yes	No	No	Intel	2.5	Core i5 7200U	500.0	0.0	HDD	No	Intel	HD Graphics 620	25337.6
Asus	VivoBook L402NA	Notebook	14.1	4.0	Windows 10	1.65	Standard	1366.0	768.0	No	No	No	Intel	1.1	Celeron Dual Core N3350	32.0	0.0	Flash Storage	No	Intel	HD Graphics 500	12876.0
Lenovo	IdeaPad 510-15ISK	Notebook	15.6	8.0	Windows 10	2.2	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.5	Core i7 6500U	1024.0	0.0	HDD	No	Nvidia	GeForce 940MX	24753.0
Dell	Inspiron 3552	Notebook	15.6	4.0	Windows 10	2.2	Standard	1366.0	768.0	No	No	No	Intel	1.6	Pentium Quad Core N3710	500.0	0.0	HDD	No	Intel	HD Graphics	13653.0
HP	EliteBook x360	2 in 1 Convertible	13.3	4.0	Windows 10	1.28	Full HD	1920.0	1080.0	Yes	No	No	Intel	2.5	Core i5 7200U	256.0	0.0	SSD	No	Intel	HD Graphics 620	66563.0
Dell	Vostro 3568	Notebook	15.6	4.0	Linux	2.18	Standard	1366.0	768.0	No	No	No	Intel	2.0	Core i3 6006U	1024.0	0.0	HDD	No	AMD	Radeon R5 M420X	16860.899999999998
Asus	Rog GL753VD-GC082T	Gaming	17.3	12.0	Windows 10	2.2	Full HD	1920.0	1080.0	No	No	No	Intel	2.5	Core i5 7300HQ	128.0	1024.0	SSD	HDD	Nvidia	GeForce GTX 1050	50686.3
